Study	NST_Site	General Location	Specific Location	NST_Sample_ID	Lat_DD	Lon_DD	Fiscal Year	Collection Date	Matrix	Scientific Name	Method	Parameter	Value	Unit	Qualifier
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Silver	1.3585	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Tetrachlorobiphenyls	62.75	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Thallium	0.6435	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Tin	7.16	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Trans-Nonachlor	1.625	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Trichlorobiphenyls	46.25	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCISED	41.5833	-71.3667	1985		Sediment	Sediment	NA	Zinc	142.45000000000002	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	2,4'-DDD	8	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	2,4'-DDE	0	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	2,4'-DDT	8.333333333333334	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	4,4'-DDD	13	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	4,4'-DDE	171	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	4,4'-DDT	6.666666666666667	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	Aldrin	0	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	Alpha-Chlordane	22.333333333333332	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	Arsenic	18.2	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	Cadmium	0.501	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	Chromium	0.124	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	Copper	25.17	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	Dichlorobiphenyls	0	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	Dieldrin	28.666666666666668	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	Fluorescent aromatic compounds (hi-weight)	448.54545454545456	ng PAH/g bile	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	Fluorescent aromatic compounds (lo-weight)                                                          	43697.36363636364	ng PAH/g bile	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	Gamma-Hexachlorocyclohexane	6	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	Heptachlor	0	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	Heptachlor-Epoxide	5.333333333333333	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	Heptachlorobiphenyls	467	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	Hexachlorobenzene	2.6666666666666665	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	Hexachlorobiphenyls	707.6666666666666	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	Iron	558.8	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	Lead	1.6229999999999998	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	Manganese	6.792	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	Mercury	0.217	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	Mirex	3.6666666666666665	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	Nickel	0.532	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	Nonachlorobiphenyls	22.333333333333332	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	Octachlorobiphenyls	135.33333333333334	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	Pentachlorobiphenyls	503.6666666666667	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	Selenium	5.623	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	Silver	0.27699999999999997	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	Tetrachlorobiphenyls	259	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	Tin	0.2	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	Trans-Nonachlor	31.333333333333332	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	Trichlorobiphenyls	63.333333333333336	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1985NARCIWF	41.5833	-71.3667	1985		Fish Liver	Pleuronectes americanus	NA	Zinc	114.1	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	1,6,7-Trimethylnaphthalene	0.28767766666666666	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	1-Methylnaphthalene	16.465952	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	1-Methylphenanthrene	22.482213333333334	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	2,4'-DDD	0	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	2,4'-DDE	0	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	2,4'-DDT	0	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	2,6-Dimethylnaphthalene	0.29799933333333334	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	2-Methylnaphthalene	23.800552999999997	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	4,4'-DDD	6.549378	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	4,4'-DDE	5.5484773333333335	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	4,4'-DDT	1.8974246666666668	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Acenaphthene	4.113272333333334	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Acenaphthylene	30.60337833333333	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Aldrin	6.4499726666666675	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Alpha-Chlordane	1.5453233333333334	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Aluminum	56925	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Anthracene	36.77834666666667	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Antimony	0.9395	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Arsenic	7.98	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Benz[a]anthracene	110.81079666666669	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Benzo[a]pyrene	140.48283	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Benzo[b]fluoranthene	152.31720666666666	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Benzo[e]pyrene	124.17416333333331	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Benzo[g,h,i]perylene	116.222	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Benzo[k]fluoranthene	63.59104	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Biphenyl	5.3283130000000005	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Cadmium	0.4095	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Chromium	83.47500000000001	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Chrysene	132.2506	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Copper	70.35	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Dibenzo[a,h]anthracene	30.302046666666666	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Dichlorobiphenyls	15.328997333333334	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Dieldrin	2.702519	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Fluoranthene	240.48523333333333	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Fluorene	26.846899999999994	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Gamma-Hexachlorocyclohexane	6.967909666666667	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Heptachlor	1.6714453333333334	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Heptachlor-Epoxide	0.12052066666666666	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Heptachlorobiphenyls	14.681363333333332	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Hexachlorobenzene	0.6666666666666666	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Hexachlorobiphenyls	281.32675333333333	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Indeno[1,2,3-c,d]pyrene	139.54225333333332	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Iron	29525	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Lead	65.3	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Manganese	392.75	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Mercury	0.33524999999999994	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Mirex	1.5698066666666666	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Naphthalene	98.77035000000001	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Nickel	20.15	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Nonachlorobiphenyls	2.2251363333333334	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Octachlorobiphenyls	13.174176666666668	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	PCB101_90	3.478613333333333	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	PCB105	0	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	PCB110_77	0	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	PCB118	6.560050666666666	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	PCB126	1.7666666666666666	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	PCB126	1.7666666666666666	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	PCB128	3.2088526666666666	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	PCB138_160                                                                                          	10.348079333333333	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	PCB153_132_168	9.220490333333332	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	PCB170_190	3.7241033333333333	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	PCB18	1.9729996666666667	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	PCB180	2.3323810000000003	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	PCB187	3.0619953333333334	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	PCB195_208	1.5527286666666666	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	PCB206	2.2251363333333334	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	PCB209	1.5907096666666665	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	PCB28	3.428646666666667	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	PCB44	16.289469666666665	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	PCB52	2.2374683333333336	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	PCB66	6.992993666666667	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	PCB8_5	10.494886000000001	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Pentachlorobiphenyls	38.30884666666667	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Perylene	51.32797	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Phenanthrene	139.23472333333333	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Pyrene	243.63316666666665	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Selenium	0.20550000000000002	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Silicon	292500	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Silver	1.0855000000000001	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Tetrachlorobiphenyls	90.45152333333333	ng/dry g	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Thallium	0.58475	micrograms per dry gram  	
Benthic Surveillance	NARCI	Narragansett Bay	Conanicut Island	BS1986NARCISED	41.5833	-71.3667	1986		Sediment	Sediment	NA	Tin	10.3475	micrograms per dry gram  	
